State,Constituency,Work Category,Work ID A,Description A,MP A,Work ID B,Description B,MP B,Similarity,Match Strength
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2023-2024/100866,KOTWALI LAKSAR MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN.. IA(KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR,Shri Naresh Bansal (2020-26),WS/MP850/2023-2024/100868,KOTWALI ROORKEE MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN .. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT PADALI GUJJAR,Shri Naresh Bansal (2020-26),93.3,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2024-2025/103006,THANA BAHADRABAD MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),WS/MP850/2024-2025/103007,THANA PATHRI MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN .. IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),93.5,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2024-2025/103006,THANA BAHADRABAD MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),WS/MP850/2024-2025/103010,THANA BUGGAWALA MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN ..... IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),93.3,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2024-2025/103006,THANA BAHADRABAD MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),WS/MP850/2024-2025/103009,THANA BHAGWANPUR MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN .. IA(KARYADAI SANSTATHA) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),94.9,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2024-2025/103009,THANA BHAGWANPUR MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN .. IA(KARYADAI SANSTATHA) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),WS/MP850/2024-2025/103007,THANA PATHRI MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN .. IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),94.9,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2024-2025/103010,THANA BUGGAWALA MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN ..... IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),WS/MP850/2024-2025/103007,THANA PATHRI MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN .. IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),92.7,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2024-2025/103009,THANA BHAGWANPUR MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN .. IA(KARYADAI SANSTATHA) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),WS/MP850/2024-2025/103010,THANA BUGGAWALA MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN ..... IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR,Shri Naresh Bansal (2020-26),95.2,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287521,sansad adarsh gram ibrahimpur masih mein main road se pappu prajapati ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/296387,sansad adarsh gram ibrahimpur masih mein main road se satpal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),92.5,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287529,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se satish ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287526,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein ausuchit basti mein main road se saroj ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),93.2,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287531,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se rajipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287526,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein ausuchit basti mein main road se saroj ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),93.1,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287532,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se sishpal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287526,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein ausuchit basti mein main road se saroj ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),93.1,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287530,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se jaipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287526,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein ausuchit basti mein main road se saroj ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),92.9,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287534,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se fakirchandr ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287526,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein ausuchit basti mein main road se saroj ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),92.5,High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287529,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se satish ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287532,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se sishpal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),96.4,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287530,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se jaipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287529,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se satish ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),95.9,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287531,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se rajipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287529,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se satish ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),95.8,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287534,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se fakirchandr ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287529,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se satish ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),95.5,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287530,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se jaipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287531,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se rajipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),96.7,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287530,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se jaipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287532,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se sishpal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),96.4,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287534,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se fakirchandr ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287530,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se jaipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),95.5,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287531,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se rajipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287532,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se sishpal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),96.2,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287534,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se fakirchandr ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287531,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se rajipal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),95.3,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/287534,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se fakirchandr ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/287532,sansad adarsh gram ibrahimpur masih ke majre ibrahimpur mein anusuchit basti mein main road se sishpal ke makan ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),95.3,Very High
Uttarakhand,Sitting Rajya Sabha,Normal/Others,WS/MP850/2026-2027/296388,sansad adarsh gram ibrahimpur masih ke anusuchit basti mein main road se rajkumar ke ghar ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),WS/MP850/2026-2027/296385,sansad adarsh gram ibrahimpur masih ke anusuchit basti mein main road se sumit ke ghar ki aur interlocking tiles sadak nirman karya.ia(karyadai sanstatha)-block bhagwanpur,Shri Naresh Bansal (2020-26),95.5,Very High
Rajasthan,Sitting Rajya Sabha,Normal/Others,WS/MP18295/2024-2025/148613,"Construction of a Prayer Meeting Hall and Tin Shed at Rajkiya Ucch Madhyamik Vidyalaya, Barangana, Gram Panchayat Barangana, Didwana, District Didwana-Kuchaman, Rajasthan",Smt. Sonia Gandhi (2024-30),WS/MP18295/2024-2025/148614,"Construction of a Prayer Meeting Hall and Tin Shed at Rajkiya Ucch Madhyamik Vidyalaya, Dikawa, Gram Panchayat Barangana, Didwana, District Didwana-Kuchaman, Rajasthan",Smt. Sonia Gandhi (2024-30),95.6,Very High
Rajasthan,Sitting Rajya Sabha,Normal/Others,WS/MP148/2024-2025/156295,"Installing hand pumps, at Jatav Basti, Village - Kusaida Tyagi/Khurd, Dist. - Dholpur",Shri Randeep Singh Surjewala (2022-28),WS/MP148/2024-2025/156297,"Installing hand pumps at Tyagi Basti, Village - Kusaida Tyagi/Khurd Dist. - Dholpur",Shri Randeep Singh Surjewala (2022-28),94.0,High
Rajasthan,Sitting Rajya Sabha,Normal/Others,WS/MP148/2024-2025/156296,"Installing hand pumps at Kushwah Basti, Village - Kusaida Tyagi/Khurd, Dist. - Dholpur",Shri Randeep Singh Surjewala (2022-28),WS/MP148/2024-2025/156297,"Installing hand pumps at Tyagi Basti, Village - Kusaida Tyagi/Khurd Dist. - Dholpur",Shri Randeep Singh Surjewala (2022-28),92.5,High
Rajasthan,Sitting Rajya Sabha,Normal/Others,WS/MP18295/2025-2026/165291,"Installation of High Mast Light at Village Barangana, Gram Panchayat Barangana, Panchayat Samiti Didwana, District Didwana Kuchhaman",Smt. Sonia Gandhi (2024-30),WS/MP18295/2025-2026/165292,"Installation of High Mast Light at Village Dikawa, Gram Panchayat Barangana, Panchayat Samiti Didwana, District Didwana Kuchhaman",Smt. Sonia Gandhi (2024-30),94.1,High
Rajasthan,Sitting Rajya Sabha,Normal/Others,WS/MP18295/2024-2025/165468,"Installation of a single-phase tube well with electrical connection in Dayal Ki Nangal, SC ST Mohalla, Gram Panchayat Dayal Ki Nangal, Panchayat Samiti Neem Ka Thana",Smt. Sonia Gandhi (2024-30),WS/MP18295/2025-2026/165470,"Installation of a single-phase tube well with electrical connection in Dayal Ki Nangal, SC ST Mohalla, Jhalra, Gram Panchayat Dayal Ki Nangal, Panchayat Samiti Neem Ka Thana",Smt. Sonia Gandhi (2024-30),96.7,Very High
Rajasthan,Sitting Rajya Sabha,Normal/Others,WS/MP18295/2025-2026/174448,"Construction of Public Library at Bhiksingh ka Vaas, Gram Panchayat Chetrodi, Panchayat Samiti Gadra Road, District Barmer",Smt. Sonia Gandhi (2024-30),WS/MP18295/2025-2026/174447,"Construction of Public Library at Kamalsingh ka Vaas, Gram Panchayat Chetrodi, Panchayat Samiti Gadra Road, District Barmer",Smt. Sonia Gandhi (2024-30),92.5,High
Jammu And Kashmir,Nominated Rajya Sabha,Normal/Others,WS/MP839/2023-2024/34107,LED HIGH MASK LIGHT NEAR HOUSE OF JAGJEET SINGH,Shri Gulam Ali (2022-28),WS/MP839/2023-2024/33889,LED HIGH MASK LIGHT NEAR HOUSE OF shrI JAGJEET SINGH,Shri Gulam Ali (2022-28),92.5,High
Jammu And Kashmir,Nominated Rajya Sabha,Normal/Others,WS/MP839/2023-2024/33895,LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. A-91,Shri Gulam Ali (2022-28),WS/MP839/2023-2024/33907,LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. E-91,Shri Gulam Ali (2022-28),98.8,Extremely High
Jammu And Kashmir,Nominated Rajya Sabha,Normal/Others,WS/MP839/2023-2024/33932,LED HIGHMASK LIGHT NEAR MAA PUNA GIRI BATTERY RIKSHAW SHOWROOM NORTH SIDE,Shri Gulam Ali (2022-28),WS/MP839/2023-2024/33933,LED HIGHMASK LIGHT NEAR MAA PUNA GIRI BATTERY RIKSHAW SHOWROOM SOUTH SIDE,Shri Gulam Ali (2022-28),92.2,High
Jammu And Kashmir,Nominated Rajya Sabha,Normal/Others,WS/MP839/2023-2024/102045,SUPPLY AND INSTALLATION OF LED SEMI HIGH MAST AT DIFFERENCE PLACE AT DISTT PILIBHIT AS PER LIST ENCLOSED SERIAL NO FROM 1 TO 8,Shri Gulam Ali (2022-28),WS/MP839/2023-2024/101991,SUPPLY AND INSTALLATION OF LED SEMI HIGH MAST AT DIFFERENCE PLACE AT DISTT PILIBHIT AS PER LIST ENCLOSED SERIAL NO FROM 9 TO 20,Shri Gulam Ali (2022-28),96.3,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/93471,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District solan located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93489,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Una located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),93.3,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/93485,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Sirmour located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93471,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District solan located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),92.8,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/103364,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Bilaspur located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93471,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District solan located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),92.6,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/103368,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Chamba located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93471,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District solan located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),92.6,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/93485,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Sirmour located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93489,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Una located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),92.8,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/103364,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Bilaspur located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93485,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Sirmour located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),92.6,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/103368,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Chamba located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93485,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Sirmour located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),92.0,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/103368,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Chamba located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93489,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Una located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),93.1,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/103364,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Bilaspur located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/93489,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Una located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),92.6,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2023-2024/103364,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Bilaspur located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),WS/MP078/2023-2024/103368,"Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Chamba located in Urban and Rural areas",Dr. Sikander Kumar (2022-28),92.3,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2025-2026/147631,construction work of Community Hall,Shri Harsh Mahajan (2024-30),WS/MP18304/2025-2026/146832,construction work of Community Hall’s,Shri Harsh Mahajan (2024-30),98.3,Extremely High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2024-2025/156164,Construction of Link Road and pathways,Shri Harsh Mahajan (2024-30),WS/MP18304/2024-2025/146842,construction work of Link Road and pathways,Shri Harsh Mahajan (2024-30),96.3,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2025-2026/172610,Construction of link roads and pathways,Shri Harsh Mahajan (2024-30),WS/MP18304/2024-2025/146870,construction work of Link Roads And pathways,Shri Harsh Mahajan (2024-30),96.4,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2024-2025/147269,"Installation of Open Gym at G.P. Ghorpith, Dev. Block Baijnath, District Kangra as per the recommendation of Sh. Sunny Shukla. Executing agency BDO, Baijnath.",Dr. Sikander Kumar (2022-28),WS/MP078/2024-2025/147267,"Installation of Open Gym at G.P. Kudail, Dev. Block Baijnath, District Kangra as per the recommendation of Sh. Sunny Shukla. Executing agency BDO, Baijnath.",Dr. Sikander Kumar (2022-28),93.1,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2025-2026/172572,Construction of culverts and bridges,Shri Harsh Mahajan (2024-30),WS/MP18304/2025-2026/147628,construction work of Culverts and Bridges,Shri Harsh Mahajan (2024-30),96.1,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2024-2025/159034,Construction of Community Hall,Shri Harsh Mahajan (2024-30),WS/MP18304/2025-2026/147631,construction work of Community Hall,Shri Harsh Mahajan (2024-30),95.4,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2024-2025/154574,"Purchase of books for Schools and Public Library at Lahul, through Dy. Director Higher Education, L&S (Keylong), District Lahual and Spiti (HP). Executing agency: Dy. Director Higher Education.",Dr. Sikander Kumar (2022-28),WS/MP078/2024-2025/154573,"Purchase of Books for Schools and Public Library at Lahul, through Dy. Director Higher/Elementary Education, L&S (Keylong), District Lahual and Spiti (HP). Executing agency:Dy. Director, Higher Education",Dr. Sikander Kumar (2022-28),96.1,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2024-2025/156164,Construction of Link Road and pathways,Shri Harsh Mahajan (2024-30),WS/MP18304/2024-2025/156129,Construction of Link Road & pathways,Shri Harsh Mahajan (2024-30),96.7,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2025-2026/195833,Construction of Pucca Path Ambulance Road from Barour-II to Chaminu Phase-I,Shri Harsh Mahajan (2024-30),WS/MP18304/2025-2026/196110,Construction of Pucca Path Ambulance Road from Barour-II to Chaminu Phase-II,Shri Harsh Mahajan (2024-30),99.6,Extremely High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2025-2026/195833,Construction of Pucca Path Ambulance Road from Barour-II to Chaminu Phase-I,Shri Harsh Mahajan (2024-30),WS/MP18304/2025-2026/196109,Construction of Pucca Path Ambulance Road from Barour-II to Chaminu Phase-III,Shri Harsh Mahajan (2024-30),95.2,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP18304/2025-2026/196110,Construction of Pucca Path Ambulance Road from Barour-II to Chaminu Phase-II,Shri Harsh Mahajan (2024-30),WS/MP18304/2025-2026/196109,Construction of Pucca Path Ambulance Road from Barour-II to Chaminu Phase-III,Shri Harsh Mahajan (2024-30),95.6,Very High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2025-2026/220891,Purchase of Books for Public Library in different government schools located at District Una Through Dy Director Elementary Education Una District Una Himachal Pradesh Executing Agency Dy Director Elementary Education District Una,Dr. Sikander Kumar (2022-28),WS/MP078/2025-2026/267750,Purchase of Books for public library in different government schools located at District Una through Dy Director Elementary Education Una District Una Himachal Pradesh Executing Agency Dy Director Elementary Education Una,Dr. Sikander Kumar (2022-28),98.8,Extremely High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2025-2026/220891,Purchase of Books for Public Library in different government schools located at District Una Through Dy Director Elementary Education Una District Una Himachal Pradesh Executing Agency Dy Director Elementary Education District Una,Dr. Sikander Kumar (2022-28),WS/MP078/2026-2027/260552,Purchase of Books for Public Library in different government schools located at District Una Through Dy Director Higher Education Una District Una Himachal Pradesh Executing Agency Dy Director Higher Education District Una,Dr. Sikander Kumar (2022-28),92.8,High
Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP078/2025-2026/220892,Purchase of books for public library for different Government Schools located at District Mandi Through Dy Director Higher Education Mandi District Mandi Himachal Pradesh Executing Agency Dy Director Higher Education Mandi,Dr. Sikander Kumar (2022-28),WS/MP078/2025-2026/220893,Purchase of Books for public library in different government schools located at District Mandi through Dy Director Elementary Education Mandi District Mandi Himachal Pradesh Executing Agency Dy Director Elementary Education Mandi,Dr. Sikander Kumar (2022-28),92.1,High
